ds,CPI,GDP,Unemployment,CPI_volatility,GDP_volatility,Unemployment_volatility,Equities,Bonds,Commodities,Cash
1950-12-01,24.7801155371252,,4.3657431499487815,0.3240010288049729,,0.3011090610836387,0.6,0.3,0.05,0.05
1951-01-01,24.873010549432543,278.45252025139905,4.334343134391856,0.4390292321323056,24.80817265875637,0.2786873995477207,0.6,0.3,0.05,0.05
1951-02-01,24.963374072867488,,4.327578923170116,0.5755837616426318,,0.3932768321000759,0.6,0.3,0.05,0.05
1951-03-01,24.9068941325349,,4.582845901343975,0.5983226554293386,,0.417931413830872,0.6,0.3,0.05,0.05
1951-04-01,25.0531393128231,305.77147642613147,4.481715494529403,0.5470801281957538,24.954176431344447,0.4792355023020225,0.6,0.3,0.05,0.05
1951-05-01,25.14443331308829,,4.464490629747668,0.3986309905999321,,0.4708148963941903,0.6,0.3,0.05,0.05
1951-06-01,25.201161816801253,,4.471392885864269,0.2228377586197705,,0.2529822128134821,0.6,0.3,0.05,0.05
1951-07-01,25.133022389263548,309.2406817820571,4.423579352736651,0.0532916503780504,23.19183962230393,0.1673320053068336,0.6,0.3,0.05,0.05
1951-08-01,25.173942998292603,,4.431533862906922,0.0450555213044566,,0.1378404875209253,0.6,0.3,0.05,0.05
1951-09-01,25.20454222044395,,4.458329199415662,0.0606630035525454,,0.1032795558988954,0.6,0.3,0.05,0.05
1951-10-01,25.19671219423452,324.70838924984537,4.447712167704217,0.1065833007558676,18.66818742942119,0.1788854382000005,0.6,0.3,0.05,0.05
1951-11-01,25.259996766678096,,4.449796808830357,0.1755847373777551,,0.1834847859269882,0.6,0.3,0.05,0.05
1951-12-01,25.295115200357035,,4.397220154371908,0.2382225849914618,,0.1966384160500504,0.6,0.3,0.05,0.05
1952-01-01,25.38201369754919,314.7793424674268,4.327898887224476,0.2427138232569657,14.790661332971755,0.1834847859269882,0.6,0.3,0.05,0.05
1952-02-01,25.471625432241737,,4.309987124928838,0.1767106863397889,,0.1834847859269882,0.6,0.3,0.05,0.05
1952-03-01,25.58223198933187,,4.231208556731039,0.1139590569752081,,0.2401388487243845,0.6,0.3,0.05,0.05
1952-04-01,25.538251451430018,287.5900909193084,4.596580494089486,0.0564505683468135,9.767877362388669,0.2228601953393048,0.6,0.3,0.05,0.05
1952-05-01,25.54915895509607,,4.567277572389213,0.0337144874894745,,0.1211060141639269,0.6,0.3,0.05,0.05
1952-06-01,25.784378577323267,,4.543780978614263,0.0491596040126227,,0.1169045194450295,0.6,0.3,0.05,0.05
1952-07-01,25.489597335358276,297.7169972243936,4.551479635412413,0.105261578935577,8.210226639177767,0.1169045194450295,0.6,0.3,0.05,0.05
1952-08-01,25.579189237723128,,4.490349110596082,0.1232341943888822,,0.1966384160500516,0.6,0.3,0.05,0.05
1952-09-01,25.76855528005107,,4.420060179276515,0.1034730238597303,,0.1788854382000012,0.6,0.3,0.05,0.05
1952-10-01,25.84421020384099,317.09108109266134,4.445090789802314,0.0937549998667234,10.340364674420185,0.1602081978759922,0.6,0.3,0.05,0.05
1952-11-01,25.724158835122186,,4.42208919300819,0.0640052081214919,,0.2041241452319473,0.6,0.3,0.05,0.05
1952-12-01,25.697589441722855,,4.480355418981881,0.0271416039812545,,0.2581988897471737,0.6,0.3,0.05,0.05
1953-01-01,25.799935667562114,338.2454787929302,4.527876960263562,0.0320936130718971,12.756252496978238,0.2483277404292021,0.6,0.3,0.05,0.05
1953-02-01,25.888901250891944,,4.551445050807287,0.0457893728574161,,0.187082869338715,0.6,0.3,0.05,0.05
1953-03-01,26.0059278826021,,4.408595386009645,0.0457893728574161,,0.1632993161855661,0.6,0.3,0.05,0.05
1953-04-01,26.024043325410407,337.6616940271737,4.62086174720854,0.0457893728574161,13.867372031739247,0.1169045194450308,0.6,0.3,0.05,0.05
1953-05-01,26.062807863907576,,4.594058181053173,0.0473286382648896,,0.1366260102128204,0.6,0.3,0.05,0.05
1953-06-01,26.238289541814044,,4.58040135140568,0.0635609943283505,,0.1505545305418398,0.6,0.3,0.05,0.05
1953-07-01,26.01887831952442,344.855847176147,4.568967927081331,0.0773950902836111,12.948077686153416,0.075277265270956,0.6,0.3,0.05,0.05
1953-08-01,26.09392762738347,,4.530166208654154,0.079603182515994,,0.0894427191000318,0.6,0.3,0.05,0.05
1953-09-01,26.230526569083903,,4.4927050707726925,0.0796031825159914,,0.1516575088810546,0.6,0.3,0.05,0.05
1953-10-01,26.27648025288136,363.2372923752296,4.506680342817096,0.0898331787259431,9.018797098282969,0.2401388487243864,0.6,0.3,0.05,0.05
1953-11-01,26.216640712371923,,4.492702443761219,0.0657267069006731,,0.371034589582526,0.6,0.3,0.05,0.05
1953-12-01,26.211528149068585,,4.51450392227975,0.0527888877196085,,0.7054549359574099,0.6,0.3,0.05,0.05
1954-01-01,26.309572625711244,373.8887586682837,4.522069881801249,0.044007575105577,4.0700398728592395,0.9011104260855084,0.6,0.3,0.05,0.05
1954-02-01,26.39972780786344,,4.5291265200203945,0.0535723809439715,,0.9765585833254822,0.6,0.3,0.05,0.05
1954-03-01,26.42942576290188,,4.586375650251277,0.0523131595936679,,1.0048217088950018,0.6,0.3,0.05,0.05
1954-04-01,26.51096985524621,387.53558071816576,4.643096393712097,0.0553774924195094,2.7854045307634183,0.8757853618324549,0.6,0.3,0.05,0.05
1954-05-01,26.57654235806893,,4.620305098797555,0.0481663783152315,,0.578791845139514,0.6,0.3,0.05,0.05
1954-06-01,26.692513294881294,,4.616782504038375,0.0416733328001558,,0.4033195589934477,0.6,0.3,0.05,0.05
1954-07-01,26.548672139650836,392.5093053334283,4.586841356717358,0.0503653319920831,3.030319235107747,0.2639444385977264,0.6,0.3,0.05,0.05
1954-08-01,26.607492449898476,,4.571079110158298,0.0423083916026887,,0.1471960144388043,0.6,0.3,0.05,0.05
1954-09-01,26.691144739218924,,4.565993849713018,0.0500999001995697,,0.1722401424368564,0.6,0.3,0.05,0.05
1954-10-01,26.709258952119814,409.5880505021636,4.568086115058487,0.0813428956127942,5.47717659930709,0.1870828693387023,0.6,0.3,0.05,0.05
1954-11-01,26.71055448330277,,4.562468624581623,0.0752772652709593,,0.2880972058177624,0.6,0.3,0.05,0.05
1954-12-01,26.72601996305561,,4.547302486209459,0.0526940856897133,,0.4230839160261264,0.6,0.3,0.05,0.05
1955-01-01,26.818914975373243,409.8732179089472,4.515902470541856,0.0436653943835973,11.007998426901404,0.5099019513592813,0.6,0.3,0.05,0.05
1955-02-01,26.90927849881858,,4.509138259209152,0.0354494945898402,,0.5307227776030254,0.6,0.3,0.05,0.05
1955-03-01,26.852798558495493,,4.7644052372828565,0.0327108544677224,,0.408248290463869,0.6,0.3,0.05,0.05
1955-04-01,26.99904373879409,437.1921848354243,4.663274830357446,0.0186189867252484,14.97573497918096,0.2581988897471719,0.6,0.3,0.05,0.05
1955-05-01,27.09033773906942,,4.646049965468392,0.0197484176583427,,0.2449489742783313,0.6,0.3,0.05,0.05
1955-06-01,27.147066242792853,,4.652952221474206,0.0367423461418627,,0.2658320271650391,0.6,0.3,0.05,0.05
1955-07-01,27.07892681526539,440.6614010625891,4.605138688312127,0.0372379734501642,17.504931984062814,0.2926886855802165,0.6,0.3,0.05,0.05
1955-08-01,27.119847424304773,,4.613093198447365,0.0344480284874979,,0.2658320271650412,0.6,0.3,0.05,0.05
1955-09-01,27.15044664646657,,4.639888534920797,0.0508592829941132,,0.2428991560298407,0.6,0.3,0.05,0.05
1955-10-01,27.14261662026729,456.12911952109414,4.629271503175055,0.0549241901776913,17.743673685758147,0.1169045194450403,0.6,0.3,0.05,0.05
1955-11-01,27.20590119272129,,4.631356144266,0.0704272674466942,,0.1032795558989091,0.6,0.3,0.05,0.05
1955-12-01,27.24101962641028,,4.578779489773333,0.0640832791504499,,0.1032795558989091,0.6,0.3,0.05,0.05
1956-01-01,27.32791812361304,446.2000837294207,4.509458222590431,0.0577638872192164,15.305152918761282,0.1032795558989091,0.6,0.3,0.05,0.05
1956-02-01,27.417529860004187,,4.49154646025969,0.0231660671386818,,0.1471960144388298,0.6,0.3,0.05,0.05
1956-03-01,27.52813641868334,,4.412767892028686,0.0278687399548994,,0.1505545305418475,0.6,0.3,0.05,0.05
1956-04-01,27.484155882480092,419.0108414100917,4.778139829351818,0.033266599866434,12.247981286726452,0.132916013582549,0.6,0.3,0.05,0.05
1956-05-01,27.495063387790037,,4.7488369076173695,0.0711102430503008,,0.1549193338483276,0.6,0.3,0.05,0.05
1956-06-01,27.730283011715837,,4.7253403138070285,0.1207338671072518,,0.1722401424368783,0.6,0.3,0.05,0.05
1956-07-01,27.43550177139479,429.1377569438594,4.733038970571071,0.1675410397484818,10.704493280861175,0.1940790217068188,0.6,0.3,0.05,0.05
1956-08-01,27.52509367545831,,4.671908445719472,0.1792205345377589,,0.1471960144388281,0.6,0.3,0.05,0.05
1956-09-01,27.714459719484825,,4.601619514364634,0.169548419829454,,0.1966384160500586,0.6,0.3,0.05,0.05
1956-10-01,27.79011464491849,448.5118501423787,4.626650124856257,0.1660923437930311,10.792327362529504,0.2167948338868096,0.6,0.3,0.05,0.05
1956-11-01,27.6700632778983,,4.6036485280268336,0.1388044187576912,,0.2167948338868096,0.6,0.3,0.05,0.05
1956-12-01,27.64349388614287,,4.66191475396643,0.1364795466971432,,0.2065591117977518,0.6,0.3,0.05,0.05
1957-01-01,27.745840113680742,469.66625717285433,4.7094362953236555,0.144591378258372,12.543749658694722,0.1673320053068439,0.6,0.3,0.05,0.05
1957-02-01,27.83480568217488,,4.733004385942779,0.156002136737459,,0.186189867250279,0.6,0.3,0.05,0.05
1957-03-01,27.951832300484813,,4.590154721213651,0.1452813362639884,,0.2338090388900238,0.6,0.3,0.05,0.05
1957-04-01,27.969947728457413,469.0824970096702,4.802421082487906,0.1573107328399677,13.053561194810833,0.2338090388900238,0.6,0.3,0.05,0.05
1957-05-01,28.008712252597466,,4.7756175164055925,0.1448792600753417,,0.2000000000000256,0.6,0.3,0.05,0.05
1957-06-01,28.184193915668267,,4.761960686833527,0.1544991909363157,,0.222860195339313,0.6,0.3,0.05,0.05
1957-07-01,27.964782679021106,476.2766750345816,4.750527262582747,0.1487839597088377,12.912951291888,0.222860195339313,0.6,0.3,0.05,0.05
1957-08-01,28.039831972044627,,4.71172554423079,0.1601769854462228,,0.2167948338868108,0.6,0.3,0.05,0.05
1957-09-01,28.176430898909263,,4.674264406424955,0.1543264937288404,,0.1751190071542092,0.6,0.3,0.05,0.05
1957-10-01,28.22238456834955,494.6581453829749,4.688239678542493,0.1290994448734636,10.371528540512834,0.1632993161855722,0.6,0.3,0.05,0.05
1957-11-01,28.162545013004344,,4.674261779562113,0.1064737839406279,,0.3559026084010548,0.6,0.3,0.05,0.05
1957-12-01,28.157432435343736,,4.696063258153798,0.0982683401031824,,0.4622409184253097,0.6,0.3,0.05,0.05
1958-01-01,28.25547689715069,505.3096368253712,4.703629217772399,0.1338157937862132,6.511349744868995,0.6284902544988311,0.6,0.3,0.05,0.05
1958-02-01,28.345632064466987,,4.710685856088788,0.1613278235972769,,0.7659416862050727,0.6,0.3,0.05,0.05
1958-03-01,28.375330006105298,,4.76793498640763,0.2048820799060632,,0.837655458208605,0.6,0.3,0.05,0.05
1958-04-01,28.456874083613975,518.9564834778755,4.8246557299652935,0.210847496230415,4.168356590632868,0.8988882021697687,0.6,0.3,0.05,0.05
1958-05-01,28.52244657207954,,4.801864435144766,0.189208879284161,,0.8773064838850011,0.6,0.3,0.05,0.05
1958-06-01,28.63841749405594,,4.798341840482865,0.1304862700311205,,0.6531972647421775,0.6,0.3,0.05,0.05
1958-07-01,28.49457632446859,523.9302329690879,4.768400693255575,0.0900555384191757,6.493645283403834,0.4535048695071104,0.6,0.3,0.05,0.05
1958-08-01,28.553396618181623,,4.752638446793907,0.0301662062574543,,0.2926886855801926,0.6,0.3,0.05,0.05
1958-09-01,28.637048890967776,,4.747553186445586,0.0213697605656667,,0.1378404875208803,0.6,0.3,0.05,0.05
1958-10-01,28.655163087867667,541.0089939569575,4.74964545188506,0.0196638416041715,11.512329755527611,0.2943920288775851,0.6,0.3,0.05,0.05
1958-11-01,28.656458602516096,,4.744027961505499,0.0222860195331939,,0.4966554808583724,0.6,0.3,0.05,0.05
1958-12-01,28.671924066267827,,4.7288618232273265,0.029944392908085,,0.5753259945456967,0.6,0.3,0.05,0.05
1959-01-01,28.764819062051103,541.2941771828457,4.697461807656834,0.0381663027634794,16.919366666634012,0.5621387729022042,0.6,0.3,0.05,0.05
1959-02-01,28.85518256896205,,4.690697596421229,0.0430890550677715,,0.4593473631142301,0.6,0.3,0.05,0.05
1959-03-01,28.79870261370463,,4.945964574582638,0.0360092580683538,,0.3687817782917121,0.6,0.3,0.05,0.05
1959-04-01,28.9449477774688,568.6131595846161,4.844834167754512,0.021908902299441,21.743886179031392,0.3885871845545066,0.6,0.3,0.05,0.05
1959-05-01,29.03624176174307,,4.827609302959445,0.0273861278746413,,0.4457203906785795,0.6,0.3,0.05,0.05
1959-06-01,29.092970248932065,,4.83451155906235,0.0511533641770758,,0.4273952113286554,0.6,0.3,0.05,0.05
1959-07-01,29.02483080540358,572.082391458958,4.786698025921235,0.0735980072191645,20.942759010375685,0.3544949458972108,0.6,0.3,0.05,0.05
1959-08-01,29.065752389610296,,4.794652536078035,0.0884119147323025,,0.20976176963403,0.6,0.3,0.05,0.05
1959-09-01,29.096352586939226,,4.821447872573186,0.0974508423084769,,0.1722401424368507,0.6,0.3,0.05,0.05
1959-10-01,29.08852350445029,587.8384543536039,4.810830840848223,0.108811764069721,16.738528865066716,0.2732520204255889,0.6,0.3,0.05,0.05
1959-11-01,29.151809052071695,,4.812915481960679,0.1024532413671268,,0.3311595788538605,0.6,0.3,0.05,0.05
1959-12-01,29.186928429471035,,4.760338827488942,0.1043871000968509,,0.2804757862395008,0.6,0.3,0.05,0.05
1960-01-01,29.273827901841,578.1977629980631,4.69101756032763,0.0858875233466968,14.952009858209914,0.2588435821108946,0.6,0.3,0.05,0.05
1960-02-01,29.36344061339946,,4.673105798018508,0.0588784057751977,,0.3656045222185662,0.6,0.3,0.05,0.05
1960-03-01,29.474048084331947,,4.594327229807527,0.0301109061077287,,0.3614784456460247,0.6,0.3,0.05,0.05
1960-04-01,29.430068523295976,551.2937309362397,4.959699167152527,0.0662570750936176,12.121965722054965,0.3250640962435963,0.6,0.3,0.05,0.05
1960-05-01,29.440976972316232,,4.930396245438934,0.0820771994321649,,0.2065591117977273,0.6,0.3,0.05,0.05
1960-06-01,29.676197571409368,,4.906899651650163,0.100349389634217,,0.2228601953392889,0.6,0.3,0.05,0.05
1960-07-01,29.381417274798572,561.7058567275745,4.914598307939046,0.0847938677025597,9.974305237292368,0.2581988897471597,0.6,0.3,0.05,0.05
1960-08-01,29.47101015402932,,4.853467782596602,0.0738692538653602,,0.1861898672502496,0.6,0.3,0.05,0.05
1960-09-01,29.66037717322315,,4.783178850750867,0.0325064096237077,,0.1940790217067923,0.6,0.3,0.05,0.05
1960-10-01,29.736033042367232,581.3682943621916,4.808209460767337,0.0700476028613635,8.32244743850505,0.3265986323710882,0.6,0.3,0.05,0.05
1960-11-01,29.61598265051432,,4.785207863446996,0.0913053485104924,,0.3162277660168349,0.6,0.3,0.05,0.05
1960-12-01,29.58941420246921,,4.843474088911473,0.1080277742062418,,0.4427188724235702,0.6,0.3,0.05,0.05
1961-01-01,29.69176140517434,602.8110458287987,4.890995629777891,0.1001332445625331,6.214686661450757,0.4708148963941811,0.6,0.3,0.05,0.05
1961-02-01,29.780727965370215,,4.9145637199059715,0.0865832932303858,,0.501996015920442,0.6,0.3,0.05,0.05
1961-03-01,29.897755479410662,,4.771714054733735,0.0379473319213759,,0.3614784456460204,0.6,0.3,0.05,0.05
1961-04-01,29.915871899085108,602.5093462692382,4.983980415516787,0.0244948974268267,5.577237081806864,0.3311595788538549,0.6,0.3,0.05,0.05
1961-05-01,29.9546373829365,,4.957176848959393,0.0154919333832302,,0.2073644135332658,0.6,0.3,0.05,0.05
1961-06-01,30.13012003770892,,4.9435200188966,0.0122474487118864,,0.1673320053068003,0.6,0.3,0.05,0.05
1961-07-01,29.9107097607732,609.9887189044675,4.932086594170607,0.0371034589575778,10.56963253224452,0.0816496580927398,0.6,0.3,0.05,0.05
1961-08-01,29.985760045498363,,4.893284875327765,0.0520576603387979,,0.1722401424368362,0.6,0.3,0.05,0.05
1961-09-01,30.122359964064778,,4.855823737031008,0.0676510655246154,,0.1940790217067825,0.6,0.3,0.05,0.05
1961-10-01,30.168314593216245,628.6585178699387,4.8697990086735885,0.0637704215652929,15.621230088142273,0.2366431913239753,0.6,0.3,0.05,0.05
1961-11-01,30.108476029572863,,4.855821109202132,0.0551361950078899,,0.3204163957519392,0.6,0.3,0.05,0.05
1961-12-01,30.103364411623687,,4.877622587318759,0.0325064096235514,,0.3763863263545372,0.6,0.3,0.05,0.05
1962-01-01,30.201409865132284,639.5983379293154,4.885188546424908,0.0337144874885208,20.92079842405676,0.3656045222185655,0.6,0.3,0.05,0.05
1962-02-01,30.291588056619126,,4.892245184228826,0.0516397779489122,,0.4427188724235733,0.6,0.3,0.05,0.05
1962-03-01,30.321306794282396,,4.9494943140846415,0.0767897562609254,,0.3656045222185692,0.6,0.3,0.05,0.05
1962-04-01,30.402873895961488,654.8290009042514,5.0062150571298565,0.0917968772160115,21.72551952581763,0.2422120283278048,0.6,0.3,0.05,0.05
1962-05-01,30.46846866588234,,4.983423761813397,0.0927361849546538,,0.1966384160500434,0.6,0.3,0.05,0.05
1962-06-01,30.58446261202917,,4.97990116663896,0.0752772652705305,,0.116904519445017,0.6,0.3,0.05,0.05
1962-07-01,30.44064372389707,661.4041646769826,4.949960018915821,0.0467618077773859,20.399763385066173,0.0752772652709352,0.6,0.3,0.05,0.05
1962-08-01,30.499487041780757,,4.934197771941525,0.0365604522210616,,0.1048808848170337,0.6,0.3,0.05,0.05
1962-09-01,30.583162338737264,,4.92911251108077,0.0811582815651459,,0.1048808848170337,0.6,0.3,0.05,0.05
1962-10-01,30.60129881709244,680.1019379055379,4.9312047760242494,0.0881854107356009,17.165770902196304,0.1169045194450186,0.6,0.3,0.05,0.05
1962-11-01,30.60261735591136,,4.9255872851322,0.0902773504260025,,0.1378404875209163,0.6,0.3,0.05,0.05
1962-12-01,30.618105101118424,,4.910421146299761,0.0763326055274231,,0.1378404875209163,0.6,0.3,0.05,0.05
1963-01-01,30.71102312107215,682.0061333721239,4.87902113015662,0.0551361950077946,14.560310656027411,0.1264911064067495,0.6,0.3,0.05,0.05
1963-02-01,30.801409652153605,,4.872256918348359,0.0413118223587806,,0.1751190071541926,0.6,0.3,0.05,0.05
1963-03-01,30.74495049292103,,5.127523895992648,0.057416606191964,,0.1760681686165997,0.6,0.3,0.05,0.05
1963-04-01,30.89121868085572,710.9089320962808,5.026393488591629,0.0550454357775098,13.209806902450437,0.1264911064067477,0.6,0.3,0.05,0.05
1963-05-01,30.982534946585325,,5.009168623242384,0.0496655480851876,,0.150554530541826,0.6,0.3,0.05,0.05
1963-06-01,31.039286457944712,,5.016070878772648,0.0575325994540004,,0.1224744871391707,0.6,0.3,0.05,0.05
1963-07-01,30.971169295871565,715.97957825215,4.968257345077347,0.0850098033558497,15.87386234558864,0.1366260102128057,0.6,0.3,0.05,0.05
1963-08-01,31.012112912546993,,4.976211854661431,0.1103479345823887,,0.1643167672515602,0.6,0.3,0.05,0.05
1963-09-01,31.04273514234476,,5.003007190583817,0.1125462867739242,,0.1722401424368612,0.6,0.3,0.05,0.05
1963-10-01,31.034927381599783,733.0663247704784,4.992390158304624,0.0947452725290161,17.842511419828202,0.1722401424368617,0.6,0.3,0.05,0.05
1963-11-01,31.098234961689908,,4.994474798844545,0.0605530070813742,,0.1048808848170338,0.6,0.3,0.05,0.05
1963-12-01,31.133375660833167,,4.941898143818534,0.0655489638865202,,0.1032795558988839,0.6,0.3,0.05,0.05
1964-01-01,31.220297165671873,724.7563170386239,4.872576876084568,0.0868715526889914,21.455958339508,0.1032795558988839,0.6,0.3,0.05,0.05
1964-02-01,31.309931909699117,,4.854665113202686,0.0916515138987325,,0.1032795558988839,0.6,0.3,0.05,0.05
1964-03-01,31.42055999165071,,4.7758865444561645,0.0823812276346768,,0.1169045194450187,0.6,0.3,0.05,0.05
1964-04-01,31.376602463083504,699.1685046480121,5.141258481228317,0.0641872261429792,22.241688308220624,0.1471960144388121,0.6,0.3,0.05,0.05
1964-05-01,31.38753223384772,,5.111955558960547,0.0344480284863553,,0.1722401424368652,0.6,0.3,0.05,0.05
1964-06-01,31.62277486540958,,5.088458964599086,0.0350713558325043,,0.1751190071541975,0.6,0.3,0.05,0.05
1964-07-01,31.328015890542737,710.8968501105514,5.096157620829796,0.0426223728409954,23.031939785872183,0.1940790217068104,0.6,0.3,0.05,0.05
1964-08-01,31.417630802242257,,5.035027095427141,0.0426223728409954,,0.187082869338714,0.6,0.3,0.05,0.05
1964-09-01,31.623518011259716,,4.9647381635211625,0.046797435826444,,0.1414213562373329,0.6,0.3,0.05,0.05
1964-10-01,31.715161160878207,733.9875440680878,4.98976877347939,0.0508592829933405,20.852665687309884,0.1032795558988976,0.6,0.3,0.05,0.05
1964-11-01,31.611630958848885,,4.966767176098909,0.0746770826063553,,0.1471960144388218,0.6,0.3,0.05,0.05
1964-12-01,31.601049791278236,,5.025033401505145,0.0910860399106041,,0.1169045194450327,0.6,0.3,0.05,0.05
1965-01-01,31.719917183806903,758.8585518576062,5.072554942311389,0.0948156105286954,22.41242682085204,0.1169045194450327,0.6,0.3,0.05,0.05
1965-02-01,31.825403933826397,,5.096123032379311,0.0850098033558234,,0.1264911064067638,0.6,0.3,0.05,0.05
1965-03-01,31.95735290964295,,4.953273367152749,0.0685322308596128,,0.1632993161855687,0.6,0.3,0.05,0.05
1965-04-01,31.991989519140983,761.9105813095754,5.165539727875615,0.057532599453946,22.937760461011,0.1471960144388249,0.6,0.3,0.05,0.05
1965-05-01,32.046742283466855,,5.138736161259937,0.085790442357688,,0.1870828693387194,0.6,0.3,0.05,0.05
1965-06-01,32.238745128062796,,5.125079815601297,0.1320605921534762,,0.1940790217068181,0.6,0.3,0.05,0.05
